interaction_id,customer_id,campaign_name,channel,event_date,sent,opened,clicked,converted,order_value,spend
INT139451,SWGY11282,REFERRAL_GROWTH_DRIVE,Referral,2024-11-28,1,1,0,0,0.0,2.21
INT139452,SWGY10719,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-08-27,1,1,1,0,0.0,3.8
INT139453,SWGY11747,SWIGGY_ONE_LAUNCH,Paid Social,2023-10-27,1,1,0,0,0.0,4.91
INT139454,SWGY12637,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-03-25,1,1,1,0,0.0,0.76
INT139455,SWGY14820,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-08-22,1,0,0,0,0.0,0.75
INT139456,SWGY12458,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-01-28,1,0,0,0,0.0,2.61
INT139457,SWGY15631,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-12,1,1,1,0,0.0,2.8
INT139458,SWGY14583,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-20,1,0,0,0,0.0,3.53
INT139459,SWGY15051,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-06,1,0,0,0,0.0,4.06
INT139460,SWGY13092,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-13,1,1,0,0,0.0,0.41
INT139461,SWGY13219,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-28,1,0,0,0,0.0,0.45
INT139462,SWGY15558,SWIGGY_ONE_LAUNCH,Paid Social,2023-11-25,1,0,0,0,0.0,5.92
INT139463,SWGY11614,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2023-11-28,1,0,0,0,0.0,3.24
INT139465,SWGY13239,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-07-18,1,0,0,0,0.0,5.86
INT139466,SWGY12149,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-08-29,1,0,0,0,0.0,5.32
INT139467,SWGY11509,REFERRAL_GROWTH_DRIVE,Referral,2025-06-22,1,0,0,0,0.0,1.98
INT139468,SWGY11027,REFERRAL_GROWTH_DRIVE,Referral,2024-03-17,1,1,0,0,0.0,1.27
INT139469,SWGY10353,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-18,1,0,0,0,0.0,5.74
INT139471,SWGY11115,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,0,0,0,0.0,3.44
INT139472,SWGY13645,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-01-20,1,0,0,0,0.0,3.78
INT139473,SWGY10344,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-22,1,0,0,0,0.0,3.94
INT139474,SWGY14627,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-12-06,1,1,0,0,0.0,5.67
INT139477,SWGY10684,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-04-18,1,1,1,0,0.0,0.28
INT139478,SWGY12488,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-14,1,0,0,0,0.0,0.47
INT139480,SWGY11836,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-12-16,1,1,1,1,78.24,2.82
INT139481,SWGY14326,REFERRAL_GROWTH_DRIVE,Referral,2025-03-17,1,1,1,0,0.0,1.94
INT139482,SWGY10960,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-17,1,1,1,0,0.0,0.39
INT139483,SWGY15390,WINBACK_DORMANT_USERS,Push Notification (App),2023-09-14,1,0,0,0,0.0,0.35
INT139485,SWGY12931,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-10-13,1,0,0,0,0.0,5.94
INT139486,SWGY13448,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-12-26,1,1,0,0,0.0,3.88
INT139487,SWGY14498,REFERRAL_GROWTH_DRIVE,Referral,2025-06-05,1,1,0,0,0.0,1.38
INT139488,SWGY11638,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-05-31,1,1,1,0,0.0,0.54
INT139489,SWGY10763,INSTAMART_10MIN_PUSH,Push Notification (App),2024-03-26,1,1,0,0,0.0,0.38
INT139490,SWGY12289,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-06,1,1,1,1,57.23,4.93
INT139491,SWGY10337,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-12-04,1,0,0,0,0.0,3.9
INT139492,SWGY10546,INSTAMART_10MIN_PUSH,Push Notification (App),2024-04-26,1,0,0,0,0.0,0.42
INT139493,SWGY12872,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-24,1,0,0,0,0.0,0.46
INT139494,SWGY15302,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-08,1,1,1,0,0.0,0.39
INT139495,SWGY13910,INSTAMART_10MIN_PUSH,Push Notification (App),2025-01-20,1,0,0,0,0.0,0.41
INT139496,SWGY12402,REFERRAL_GROWTH_DRIVE,Referral,2025-03-12,1,0,0,0,0.0,2.12
INT139497,SWGY12979,IPL_2025_SPONSORSHIP,Push Notification (App),2024-11-02,1,1,0,0,0.0,0.31
INT139498,SWGY14372,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-05,1,1,0,0,0.0,0.33
INT139499,SWGY11468,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-22,1,1,0,0,0.0,4.78
INT139500,SWGY14140,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-02-11,1,1,1,0,0.0,5.63
INT139501,SWGY14298,REFERRAL_GROWTH_DRIVE,Referral,2025-06-30,1,0,0,0,0.0,2.1
INT139502,SWGY11919,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-09,1,1,0,0,0.0,0.29
INT139503,SWGY11193,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-14,1,0,0,0,0.0,0.34
INT139504,SWGY10482,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-05-14,1,0,0,0,0.0,5.19
INT139507,SWGY15345,SWIGGY_ONE_LAUNCH,Paid Social,2025-02-24,1,1,0,0,0.0,4.83
INT139508,SWGY10737,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-03-26,1,1,0,0,0.0,5.29
INT139509,SWGY12998,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-27,1,1,0,0,0.0,0.52
INT139510,SWGY10318,INSTAMART_10MIN_PUSH,Push Notification (App),2023-07-28,1,1,1,0,0.0,0.42
INT139511,SWGY13586,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-14,1,0,0,0,0.0,0.26
INT139512,SWGY13395,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-04,1,1,0,0,0.0,0.37
INT139513,SWGY13946,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-21,1,1,0,0,0.0,3.72
INT139515,SWGY12231,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-24,1,1,1,0,0.0,3.74
INT139516,SWGY12494,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-07-07,1,0,0,0,0.0,0.62
INT139517,SWGY11554,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-28,1,1,0,0,0.0,3.88
INT139518,SWGY11056,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-23,1,1,0,0,0.0,5.54
INT139519,SWGY11734,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-01,1,0,0,0,0.0,3.94
INT139520,SWGY12450,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-10-10,1,1,1,0,0.0,5.26
INT139521,SWGY14193,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-11-18,1,1,0,0,0.0,0.22
INT139522,SWGY11629,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-11,1,0,0,0,0.0,0.38
INT139523,SWGY12213,REFERRAL_GROWTH_DRIVE,Referral,2025-06-25,1,1,0,0,0.0,1.34
INT139524,SWGY11549,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-29,1,1,1,0,0.0,0.38
INT139525,SWGY14950,WINBACK_DORMANT_USERS,Push Notification (App),2024-06-19,1,0,0,0,0.0,0.49
INT139526,SWGY10210,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-12-28,1,0,0,0,0.0,4.36
INT139527,SWGY12992,SWIGGY_ONE_LAUNCH,Paid Social,2025-04-02,1,1,0,0,0.0,4.0
INT139528,SWGY10710,SWIGGY_ONE_LAUNCH,Paid Social,2025-03-19,1,0,0,0,0.0,4.65
INT139530,SWGY10497,REFERRAL_GROWTH_DRIVE,Referral,2025-06-10,1,1,0,0,0.0,1.92
INT139531,SWGY13754,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-26,1,1,0,0,0.0,0.49
INT139532,SWGY12407,REFERRAL_GROWTH_DRIVE,Referral,2025-06-04,1,1,0,0,0.0,1.94
INT139533,SWGY13718,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-05-31,1,1,1,0,0.0,0.67
INT139534,SWGY14071,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-07,1,0,0,0,0.0,4.18
INT139536,SWGY14992,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-04,1,1,0,0,0.0,0.55
INT139537,SWGY14719,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-22,1,1,0,0,0.0,0.45
INT139538,SWGY15789,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-24,1,0,0,0,0.0,0.32
INT139539,SWGY14455,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-05-13,1,1,0,0,0.0,3.42
INT139540,SWGY10511,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-14,1,1,0,0,0.0,3.13
INT139541,SWGY12537,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-09-26,1,0,0,0,0.0,4.13
INT139542,SWGY13401,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-15,1,1,1,0,0.0,4.32
INT139543,SWGY12821,WINBACK_DORMANT_USERS,Push Notification (App),2024-04-25,1,0,0,0,0.0,0.42
INT139544,SWGY13183,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-03-23,1,1,1,0,0.0,6.34
INT139545,SWGY15626,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-06-21,1,1,0,0,0.0,4.36
INT139546,SWGY15707,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-02,1,0,0,0,0.0,0.36
INT139547,SWGY13686,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-03-15,1,1,0,0,0.0,0.34
INT139548,SWGY10709,REFERRAL_GROWTH_DRIVE,Referral,2025-01-02,1,1,0,0,0.0,1.9
INT139549,SWGY13853,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-23,1,1,1,0,0.0,0.44
INT139551,SWGY14644,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-09,1,0,0,0,0.0,0.28
INT139552,SWGY15412,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-03,1,0,0,0,0.0,0.38
INT139554,SWGY11087,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-19,1,0,0,0,0.0,6.66
INT139555,SWGY15535,REFERRAL_GROWTH_DRIVE,Referral,2023-12-29,1,1,1,0,0.0,1.91
INT139556,SWGY10186,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-19,1,0,0,0,0.0,4.9
INT139557,SWGY11830,WINBACK_DORMANT_USERS,Push Notification (App),2024-12-06,1,0,0,0,0.0,0.51
INT139558,SWGY13463,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-22,1,1,0,0,0.0,5.34
INT139559,SWGY12704,IPL_2025_SPONSORSHIP,Push Notification (App),2024-08-29,1,0,0,0,0.0,0.43
INT139560,SWGY13688,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-10,1,0,0,0,0.0,4.43
INT139562,SWGY10658,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-05-04,1,1,0,0,0.0,2.31
INT139563,SWGY14767,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-02-28,1,1,1,0,0.0,0.24
INT139564,SWGY11101,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-30,1,1,0,0,0.0,0.46
INT139565,SWGY12498,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-11-09,1,1,0,0,0.0,0.29
INT139566,SWGY10289,WINBACK_DORMANT_USERS,Push Notification (App),2023-11-10,1,1,1,0,0.0,0.36
INT139567,SWGY11997,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-10-21,1,1,0,0,0.0,0.67
INT139568,SWGY11251,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-26,1,1,0,0,0.0,3.67
INT139569,SWGY13208,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-26,1,1,0,0,0.0,0.34
INT139570,SWGY12274,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-10-14,1,0,0,0,0.0,3.28
INT139571,SWGY15097,WINBACK_DORMANT_USERS,Push Notification (App),2024-11-06,1,0,0,0,0.0,0.51
INT139572,SWGY13723,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-05,1,0,0,0,0.0,3.35
INT139573,SWGY15794,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-07,1,0,0,0,0.0,0.4
INT139574,SWGY10745,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-30,1,1,0,0,0.0,3.52
INT139575,SWGY14778,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-29,1,1,1,0,0.0,0.4
INT139576,SWGY10533,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-06-14,1,0,0,0,0.0,4.37
INT139577,SWGY10314,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-29,1,0,0,0,0.0,0.26
INT139578,SWGY13605,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-16,1,1,0,0,0.0,4.22
INT139579,SWGY11930,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-17,1,0,0,0,0.0,4.99
INT139580,SWGY11950,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-05-24,1,0,0,0,0.0,5.56
INT139581,SWGY14753,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2023-10-31,1,1,1,1,111.13,6.56
INT139582,SWGY15609,WINBACK_DORMANT_USERS,Push Notification (App),2025-02-19,1,1,1,1,219.39,0.38
INT139584,SWGY14147,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-11-29,1,0,0,0,0.0,0.39
INT139585,SWGY11675,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-02,1,0,0,0,0.0,0.29
INT139586,SWGY14855,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-02,1,1,0,0,0.0,0.3
INT139587,SWGY12791,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-16,1,1,0,0,0.0,0.49
INT139588,SWGY12579,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-09-16,1,0,0,0,0.0,4.77
INT139589,SWGY12512,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-04,1,0,0,0,0.0,5.08
INT139590,SWGY10564,IPL_2025_SPONSORSHIP,Push Notification (App),2024-11-11,1,1,0,0,0.0,0.36
INT139591,SWGY12026,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-01-15,1,0,0,0,0.0,4.83
INT139592,SWGY14637,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-26,1,1,0,0,0.0,0.48
INT139593,SWGY10090,IPL_2025_SPONSORSHIP,Push Notification (App),2025-03-22,1,1,1,1,77.12,0.39
INT139594,SWGY14724,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-05-14,1,1,0,0,0.0,3.85
INT139595,SWGY10782,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2023-08-31,1,1,0,0,0.0,0.6
INT139596,SWGY15878,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-06,1,0,0,0,0.0,3.65
INT139597,SWGY12973,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-12,1,0,0,0,0.0,0.3
INT139598,SWGY12772,INSTAMART_10MIN_PUSH,Push Notification (App),2024-12-05,1,1,0,0,0.0,0.49
INT139599,SWGY11775,INSTAMART_10MIN_PUSH,Push Notification (App),2024-09-19,1,1,1,0,0.0,0.44
INT139600,SWGY10433,SWIGGY_ONE_LAUNCH,Paid Social,2025-01-26,1,1,1,0,0.0,5.58
INT139601,SWGY15141,SWIGGY_ONE_LAUNCH,Paid Social,2023-12-18,1,1,0,0,0.0,3.29
INT139602,SWGY13045,WINBACK_DORMANT_USERS,Push Notification (App),2025-04-28,1,0,0,0,0.0,0.44
INT139603,SWGY12067,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-27,1,1,1,0,0.0,3.39
INT139604,SWGY13731,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-04-24,1,1,1,0,0.0,0.75
INT139605,SWGY15695,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-16,1,1,0,0,0.0,0.39
INT139606,SWGY10353,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-07,1,0,0,0,0.0,3.44
INT139607,SWGY13047,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-03-14,1,0,0,0,0.0,0.26
INT139608,SWGY11022,SWIGGY_ONE_LAUNCH,Paid Social,2025-05-08,1,1,0,0,0.0,5.83
INT139609,SWGY10193,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-16,1,1,1,1,159.22,0.34
INT139610,SWGY11475,IPL_2025_SPONSORSHIP,Push Notification (App),2023-08-26,1,0,0,0,0.0,0.47
INT139611,SWGY11492,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-24,1,0,0,0,0.0,0.63
INT139612,SWGY14541,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-12,1,0,0,0,0.0,5.73
INT139613,SWGY10243,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-08-29,1,0,0,0,0.0,3.14
INT139615,SWGY12799,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-04-22,1,0,0,0,0.0,3.58
INT139616,SWGY12642,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-12,1,0,0,0,0.0,0.46
INT139617,SWGY15552,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-19,1,0,0,0,0.0,0.52
INT139618,SWGY12919,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-28,1,1,0,0,0.0,0.26
INT139619,SWGY10041,IPL_2025_SPONSORSHIP,Push Notification (App),2024-05-28,1,0,0,0,0.0,0.49
INT139620,SWGY11586,REFERRAL_GROWTH_DRIVE,Referral,2024-05-02,1,0,0,0,0.0,1.34
INT139621,SWGY14265,REFERRAL_GROWTH_DRIVE,Referral,2024-07-31,1,1,1,0,0.0,1.76
INT139622,SWGY13449,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-02,1,0,0,0,0.0,3.54
INT139623,SWGY13805,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-24,1,1,1,1,15.54,0.43
INT139624,SWGY14207,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,1,0,0,0.0,2.74
INT139625,SWGY14383,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-05-25,1,0,0,0,0.0,0.37
INT139626,SWGY11864,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2023-12-26,1,1,0,0,0.0,0.53
INT139627,SWGY10940,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-07-15,1,1,1,0,0.0,2.39
INT139628,SWGY15085,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-05-31,1,1,1,0,0.0,3.57
INT139629,SWGY12651,SWIGGY_ONE_LAUNCH,Paid Social,2025-03-27,1,1,0,0,0.0,3.59
INT139630,SWGY10058,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-10,1,0,0,0,0.0,0.49
INT139631,SWGY13394,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-26,1,1,1,1,118.15,0.29
INT139632,SWGY15890,REFERRAL_GROWTH_DRIVE,Referral,2024-01-30,1,0,0,0,0.0,2.03
INT139633,SWGY15468,IPL_2025_SPONSORSHIP,Push Notification (App),2024-04-11,1,1,0,0,0.0,0.34
INT139634,SWGY10797,INSTAMART_10MIN_PUSH,Push Notification (App),2025-05-31,1,1,0,0,0.0,0.33
INT139635,SWGY13735,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-26,1,1,0,0,0.0,4.24
INT139636,SWGY13334,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-28,1,0,0,0,0.0,0.36
INT139637,SWGY13565,IPL_2025_SPONSORSHIP,Push Notification (App),2025-04-02,1,0,0,0,0.0,0.32
INT139638,SWGY15395,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-06,1,1,1,0,0.0,6.6
INT139639,SWGY10905,INSTAMART_10MIN_PUSH,Push Notification (App),2025-02-11,1,1,1,0,0.0,0.37
INT139640,SWGY14069,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-05-15,1,1,0,0,0.0,4.31
INT139641,SWGY14920,IPL_2025_SPONSORSHIP,Push Notification (App),2025-05-17,1,1,0,0,0.0,0.48
INT139643,SWGY15939,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-01-22,1,0,0,0,0.0,0.63
INT139645,SWGY10635,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-20,1,0,0,0,0.0,5.78
INT139646,SWGY15920,SWIGGY_ONE_LAUNCH,Paid Social,2024-03-20,1,1,0,0,0.0,4.1
INT139647,SWGY15274,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2023-09-18,1,0,0,0,0.0,6.45
INT139648,SWGY11793,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-06-01,1,1,0,0,0.0,4.35
INT139649,SWGY12200,IPL_2025_SPONSORSHIP,Push Notification (App),2025-05-31,1,0,0,0,0.0,0.37
INT139650,SWGY14221,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-05-04,1,1,1,0,0.0,2.4
INT139651,SWGY11949,WINBACK_DORMANT_USERS,Push Notification (App),2024-06-22,1,0,0,0,0.0,0.38
INT139652,SWGY15599,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-17,1,1,0,0,0.0,0.44
INT139653,SWGY10619,WINBACK_DORMANT_USERS,Push Notification (App),2024-04-13,1,0,0,0,0.0,0.38
INT139654,SWGY14015,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-01-30,1,0,0,0,0.0,4.44
INT139655,SWGY14841,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-04-09,1,1,1,0,0.0,2.44
INT139656,SWGY12209,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-11,1,0,0,0,0.0,0.39
INT139657,SWGY10018,INSTAMART_10MIN_PUSH,Push Notification (App),2023-09-09,1,1,0,0,0.0,0.42
INT139658,SWGY10616,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-25,1,1,1,0,0.0,0.45
INT139659,SWGY10482,INSTAMART_10MIN_PUSH,Push Notification (App),2025-01-10,1,0,0,0,0.0,0.49
INT139660,SWGY10150,REFERRAL_GROWTH_DRIVE,Referral,2025-05-03,1,1,0,0,0.0,1.88
INT139661,SWGY12180,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-11,1,0,0,0,0.0,0.36
INT139662,SWGY14483,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-10,1,0,0,0,0.0,0.33
INT139663,SWGY15873,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-15,1,1,1,0,0.0,3.64
INT139664,SWGY11461,IPL_2025_SPONSORSHIP,Push Notification (App),2024-07-19,1,1,0,0,0.0,0.5
INT139665,SWGY15290,REFERRAL_GROWTH_DRIVE,Referral,2025-02-22,1,0,0,0,0.0,2.3
INT139666,SWGY13795,SWIGGY_ONE_LAUNCH,Paid Social,2025-04-05,1,1,0,0,0.0,4.79
INT139667,SWGY13988,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-04-23,1,0,0,0,0.0,0.38
INT139668,SWGY11579,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-27,1,0,0,0,0.0,3.37
INT139669,SWGY12757,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-24,1,0,0,0,0.0,0.38
INT139670,SWGY10050,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-03-23,1,1,1,0,0.0,0.37
INT139671,SWGY11403,IPL_2025_SPONSORSHIP,Push Notification (App),2023-11-16,1,1,0,0,0.0,0.43
INT139672,SWGY12980,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-03-02,1,1,0,0,0.0,5.29
INT139675,SWGY11668,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-26,1,0,0,0,0.0,4.0
INT139676,SWGY10513,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-09,1,0,0,0,0.0,3.9
INT139677,SWGY15115,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-10-22,1,1,0,0,0.0,0.76
INT139678,SWGY12391,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-02-23,1,1,1,0,0.0,0.38
INT139679,SWGY15133,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-14,1,1,0,0,0.0,3.83
INT139680,SWGY15622,IPL_2025_SPONSORSHIP,Push Notification (App),2024-11-14,1,0,0,0,0.0,0.49
INT139681,SWGY13917,SWIGGY_ONE_LAUNCH,Paid Social,2025-01-04,1,0,0,0,0.0,3.44
INT139682,SWGY11117,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-01-28,1,1,1,0,0.0,0.28
INT139683,SWGY11504,INSTAMART_10MIN_PUSH,Push Notification (App),2024-12-01,1,0,0,0,0.0,0.43
INT139684,SWGY14260,IPL_2025_SPONSORSHIP,Push Notification (App),2024-05-26,1,1,0,0,0.0,0.33
INT139685,SWGY14253,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-04-15,1,0,0,0,0.0,3.85
INT139686,SWGY10637,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2023-11-16,1,0,0,0,0.0,4.85
INT139687,SWGY13049,INSTAMART_10MIN_PUSH,Push Notification (App),2025-03-22,1,0,0,0,0.0,0.31
INT139689,SWGY10139,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-02,1,1,0,0,0.0,3.33
INT139690,SWGY14873,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-23,1,0,0,0,0.0,0.47
INT139691,SWGY10497,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-18,1,0,0,0,0.0,0.35
INT139692,SWGY11301,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-10-04,1,0,0,0,0.0,3.92
INT139693,SWGY10704,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-20,1,0,0,0,0.0,5.61
INT139694,SWGY14384,SWIGGY_ONE_LAUNCH,Paid Social,2024-11-14,1,0,0,0,0.0,5.07
INT139695,SWGY14470,SWIGGY_ONE_LAUNCH,Paid Social,2023-11-09,1,0,0,0,0.0,5.73
