customer_id,recency,frequency,monetary,R,F,M,rfm_score,tier
SWGY15547,172,2,159.59,2,4,2,8,Loyal
SWGY15556,27,1,133.0,3,3,2,8,Loyal
SWGY15557,2,1,164.22,4,3,2,9,Loyal
SWGY15558,544,2,270.74,1,4,3,8,Loyal
SWGY15560,18,1,406.75,4,3,4,11,Champions
SWGY15566,127,2,457.75,2,4,4,10,Champions
SWGY15567,24,1,96.1,3,3,1,7,Potential
SWGY15573,304,1,149.71,1,4,2,7,Potential
SWGY15579,31,1,161.36,3,4,2,9,Loyal
SWGY15589,17,1,117.6,4,4,2,10,Champions
SWGY15593,336,1,42.59,1,4,1,6,Potential
SWGY15594,175,2,178.91,2,4,2,8,Loyal
SWGY15596,437,1,247.56,1,4,3,8,Loyal
SWGY15597,5,1,82.7,4,4,1,9,Loyal
SWGY15600,357,1,109.3,1,4,2,7,Potential
SWGY15601,344,1,346.14,1,4,4,9,Loyal
SWGY15609,132,2,368.83,2,4,4,10,Champions
SWGY15611,485,1,197.56,1,4,3,8,Loyal
SWGY15612,198,2,132.43,2,4,2,8,Loyal
SWGY15616,26,2,221.51,3,4,3,10,Champions
SWGY15619,489,1,33.54,1,4,1,6,Potential
SWGY15621,9,1,577.39,4,4,4,12,Champions
SWGY15623,25,1,69.66,3,4,1,8,Loyal
SWGY15626,31,1,224.34,3,4,3,10,Champions
SWGY15631,15,1,94.49,4,4,1,9,Loyal
SWGY15633,199,1,353.17,2,4,4,10,Champions
SWGY15635,585,2,270.09000000000003,1,4,3,8,Loyal
SWGY15636,502,1,103.76,1,4,1,6,Potential
SWGY15642,304,2,254.65,1,4,3,8,Loyal
SWGY15643,538,1,226.98,1,4,3,8,Loyal
SWGY15644,301,1,262.02,1,4,3,8,Loyal
SWGY15657,21,1,314.7,3,4,3,10,Champions
SWGY15660,273,1,103.1,1,4,1,6,Potential
SWGY15663,14,2,519.8299999999999,4,4,4,12,Champions
SWGY15665,28,1,39.45,3,4,1,8,Loyal
SWGY15668,72,1,68.21,3,4,1,8,Loyal
SWGY15669,2,1,357.08,4,4,4,12,Champions
SWGY15671,23,1,24.49,3,4,1,8,Loyal
SWGY15675,235,1,339.46,2,4,4,10,Champions
SWGY15678,8,1,542.2,4,4,4,12,Champions
SWGY15680,422,1,179.64,1,4,2,7,Potential
SWGY15681,291,1,203.81,1,4,3,8,Loyal
SWGY15684,7,1,328.83,4,4,4,12,Champions
SWGY15686,661,1,218.1,1,4,3,8,Loyal
SWGY15690,4,1,324.65,4,4,3,11,Champions
SWGY15700,11,2,440.40999999999997,4,4,4,12,Champions
SWGY15701,26,1,254.65,3,4,3,10,Champions
SWGY15706,7,2,432.55,4,4,4,12,Champions
SWGY15713,2,2,139.47,4,4,2,10,Champions
SWGY15714,10,3,347.31,4,4,4,12,Champions
SWGY15716,36,1,257.55,3,4,3,10,Champions
SWGY15727,221,1,179.93,2,4,2,8,Loyal
SWGY15729,24,1,517.13,3,4,4,11,Champions
SWGY15734,21,1,216.24,3,4,3,10,Champions
SWGY15735,11,1,534.01,4,4,4,12,Champions
SWGY15740,160,1,197.07,2,4,3,9,Loyal
SWGY15742,11,1,268.27,4,4,3,11,Champions
SWGY15744,31,1,248.77,3,4,3,10,Champions
SWGY15747,27,1,214.64,3,4,3,10,Champions
SWGY15756,533,1,65.01,1,4,1,6,Potential
SWGY15757,106,1,72.4,2,4,1,7,Potential
SWGY15758,15,2,666.0400000000001,4,4,4,12,Champions
SWGY15759,13,1,93.74,4,4,1,9,Loyal
SWGY15760,27,1,105.96,3,4,2,9,Loyal
SWGY15761,134,2,223.33,2,4,3,9,Loyal
SWGY15762,16,1,393.9,4,4,4,12,Champions
SWGY15763,255,1,35.72,2,4,1,7,Potential
SWGY15769,26,1,100.6,3,4,1,8,Loyal
SWGY15778,105,1,182.09,2,4,2,8,Loyal
SWGY15779,26,1,496.33,3,4,4,11,Champions
SWGY15780,27,1,52.41,3,4,1,8,Loyal
SWGY15790,211,1,396.49,2,4,4,10,Champions
SWGY15792,42,1,372.41,3,4,4,11,Champions
SWGY15794,30,1,239.42,3,4,3,10,Champions
SWGY15797,13,1,160.69,4,4,2,10,Champions
SWGY15801,157,1,75.53,2,4,1,7,Potential
SWGY15802,397,1,142.43,1,4,2,7,Potential
SWGY15803,20,1,174.96,3,4,2,9,Loyal
SWGY15804,227,2,316.22,2,4,3,9,Loyal
SWGY15808,78,1,564.04,3,4,4,11,Champions
SWGY15810,410,1,18.51,1,4,1,6,Potential
SWGY15812,14,1,195.68,4,4,3,11,Champions
SWGY15817,18,1,168.66,4,4,2,10,Champions
SWGY15824,176,1,93.02,2,4,1,7,Potential
SWGY15829,172,1,342.44,2,4,4,10,Champions
SWGY15835,345,1,206.49,1,4,3,8,Loyal
SWGY15836,14,1,468.48,4,4,4,12,Champions
SWGY15840,19,2,354.71999999999997,3,4,4,11,Champions
SWGY15843,26,1,143.83,3,4,2,9,Loyal
SWGY15845,1,1,143.76,4,4,2,10,Champions
SWGY15849,191,1,64.61,2,4,1,7,Potential
SWGY15850,3,1,149.38,4,4,2,10,Champions
SWGY15851,231,1,185.8,2,4,2,8,Loyal
SWGY15860,79,1,267.27,3,4,3,10,Champions
SWGY15863,8,1,218.05,4,4,3,11,Champions
SWGY15864,3,1,510.58,4,4,4,12,Champions
SWGY15868,163,1,113.37,2,4,2,8,Loyal
SWGY15870,8,1,262.44,4,4,3,11,Champions
SWGY15872,15,1,321.72,4,4,3,11,Champions
SWGY15878,6,1,88.63,4,4,1,9,Loyal
SWGY15880,215,1,282.16,2,4,3,9,Loyal
SWGY15883,349,1,131.27,1,4,2,7,Potential
SWGY15890,377,1,260.28,1,4,3,8,Loyal
SWGY15895,119,1,201.34,2,4,3,9,Loyal
SWGY15906,1,2,109.44,4,4,2,10,Champions
SWGY15912,29,2,439.01,3,4,4,11,Champions
SWGY15920,379,2,263.98,1,4,3,8,Loyal
SWGY15921,2,1,195.36,4,4,3,11,Champions
SWGY15924,19,1,33.66,3,4,1,8,Loyal
SWGY15931,304,2,507.32,1,4,4,9,Loyal
SWGY15944,263,1,185.14,2,4,2,8,Loyal
SWGY15946,193,1,46.45,2,4,1,7,Potential
SWGY15948,30,1,34.87,3,4,1,8,Loyal
SWGY15950,164,1,86.26,2,4,1,7,Potential
SWGY15955,3,2,276.48,4,4,3,11,Champions
SWGY15962,31,1,540.43,3,4,4,11,Champions
SWGY15964,153,1,207.84,2,4,3,9,Loyal
SWGY15970,234,1,150.59,2,4,2,8,Loyal
SWGY15973,12,1,607.37,4,4,4,12,Champions
SWGY15980,7,1,93.44,4,4,1,9,Loyal
SWGY15981,452,2,285.59,1,4,3,8,Loyal
SWGY15982,13,1,136.76,4,4,2,10,Champions
SWGY15990,301,1,76.56,1,4,1,6,Potential
SWGY15993,28,1,307.36,3,4,3,10,Champions
